   3.9470865844   -0.4425770981    1.6467136699
   5.2815442383    1.4426682372   -0.1719396780
   4.6150225526    2.1950156942   -0.1719396780
   3.9470865844   -0.4425770981   -1.9905930260
   2.2402749405   -0.3760371548    1.9348317949
   1.7152749405    0.5332895192   -1.9838215530
   2.2402749405   -0.3760371548   -2.2651682051
   2.1866327672   -1.7005574929    1.8358888996
   3.2366327672   -1.7005574929    1.5545422476
   2.7116327672   -2.6098841668    1.5545422476
   3.2366327672   -1.7005574929   -2.0827644483
   2.7116327672   -2.6098841668   -2.0827644483
   2.1866327672   -1.7005574929   -2.3641111004
   0.9733251259   -2.1934917644    1.8713494511
   0.4483251259   -3.1028184384    1.5900027990
   1.4983251259   -3.1028184384    1.5900027990
   0.7145037688   -3.9936338436    0.8213494511
   1.7288210300   -3.8477970382    0.8213494511
   0.2286548631   -4.1570258741   -0.2286505489
   1.2264521544   -4.2781804001   -0.2286505489
   2.1662610940   -3.9217578828   -0.2286505489
   0.7145037688   -3.9936338436   -1.2786505489
   1.7288210300   -3.8477970382   -1.2786505489
  -0.0766748741   -2.1934917644   -2.0473038969
   0.4483251259   -3.1028184384   -2.0473038969
   1.4983251259   -3.1028184384   -2.0473038969
   0.9733251259   -2.1934917644   -2.3286505489
   0.1900438947   -1.1069364625    2.0029317965
   1.2400438947   -1.1069364625    1.7215851444
  -0.3349561053   -0.1976097885    1.7215851444
  -0.3349561053   -2.0162631365    1.7215851444
  -0.3349561053   -0.1976097885   -1.9157215514
  -0.3349561053   -2.0162631365   -1.9157215514
   0.1900438947   -1.1069364625   -2.1970682035
   0.9236325762    0.0337603278    2.0459188768
  -0.1263674238    0.0337603278    1.7645722248
   1.4486325762   -0.8755663462    1.7645722248
   1.4486325762    0.9430870018   -1.8727344711
  -0.1263674238    0.0337603278   -1.8727344711
   0.9236325762    0.0337603278   -2.1540811232
   0.3420765015    1.3357802574    2.1822275198
   1.3920765015    1.3357802574    1.9008808678
  -0.1829234985    2.2451069314    1.9008808678
  -0.1829234985    0.4264535834    1.9008808678
   1.3920765015    1.3357802574   -1.7364258281
  -0.1829234985    2.2451069314   -1.7364258281
   0.3420765015    1.3357802574   -2.0177724802
   0.9460857681    2.3739044903    2.0859116514
   1.9260857681    2.3739044903    1.8233214428
   1.4360857681    3.2226093860    1.8233214428
   0.4560857681    3.2226093860    1.8233214428
   2.3193191358    3.3716169328    1.1059116514
   1.4706142401    3.9882371333    1.1059116514
   0.4215572962    3.9882371333    1.1059116514
   2.6434955596    3.3539044903    0.1259116514
   1.9260857681    4.0713142817    0.1259116514
   0.9460857681    4.3339044903    0.1259116514
   2.3193191358    3.3716169328   -0.8540883486
   1.4706142401    3.9882371333   -0.8540883486
   0.4215572962    3.9882371333   -0.8540883486
   1.9260857681    2.3739044903   -1.5714981401
   1.4360857681    3.2226093860   -1.5714981401
   0.4560857681    3.2226093860   -1.5714981401
   0.9460857681    2.3739044903   -1.8340883486
  -1.0492523860    1.2704842607    2.2614716536
  -0.5242523860    2.1798109346    1.9801250015
  -0.5242523860    0.3611575867    1.9801250015
  -0.5242523860    2.1798109346   -1.6571816944
  -2.0992523860    1.2704842607   -1.6571816944
  -0.5242523860    0.3611575867   -1.6571816944
  -1.0492523860    1.2704842607   -1.9385283464
  -1.8232614181    0.1149682397    2.2197048799
  -0.7732614181    0.1149682397    1.9383582278
  -2.3482614181   -0.7943584342    1.9383582278
  -0.7732614181    0.1149682397   -1.6989484681
  -2.3482614181    1.0242949137   -1.6989484681
  -1.8232614181    0.1149682397   -1.9802951201
  -3.0178705603    0.1732752249    2.1572035642
  -3.5078705603    1.0219801206    1.8946133556
  -3.9978705603    0.1732752249    1.8946133556
  -3.5078705603   -0.6754296708    1.8946133556
  -4.3911039280    1.1709876674    1.1772035642
  -4.7152803518    0.1732752249    1.1772035642
  -4.3911039280   -0.8244372176    1.1772035642
  -3.9978705603    1.8706850163    0.1972035642
  -4.7152803518    1.1532752249    0.1972035642
  -4.9778705603    0.1732752249    0.1972035642
  -4.7152803518   -0.8067247751    0.1972035642
  -3.9978705603   -1.5241345665    0.1972035642
  -4.3911039280    1.1709876674   -0.7827964358
  -4.7152803518    0.1732752249   -0.7827964358
  -4.3911039280   -0.8244372176   -0.7827964358
  -3.5078705603    1.0219801206   -1.5002062272
  -3.9978705603    0.1732752249   -1.5002062272
  -3.5078705603   -0.6754296708   -1.5002062272
  -3.0178705603    0.1732752249   -1.7627964358
  -1.1763356217   -1.0877540595    2.0874081977
  -0.6513356217   -1.9970807335    1.8060615457
  -0.6513356217   -0.1784273855   -1.8312451502
  -0.6513356217   -1.9970807335   -1.8312451502
  -1.1763356217   -1.0877540595   -2.1125918023
  -0.9293374992   -2.3043246306    1.7619285813
  -2.2381588563   -4.1044667098    0.9932752333
  -4.0183153158   -2.8068875256   -0.0567247667
  -3.5512100704   -3.6968822129   -0.0567247667
  -2.7240077620   -4.2678587403   -0.0567247667
  -0.9293374992   -2.3043246306   -1.8753781146
  -1.4543374992   -3.2136513046   -1.8753781146
  -0.7508227930    2.5189208012    2.1221442209
  -1.2758227930    3.4282474752    2.1221442209
  -2.0596441501    4.3190628803    1.3534908730
  -2.5454930558    4.4824549108    0.3034908730
  -3.3726953642    3.9114783835    0.3034908730
  -3.8398006096    2.0163579062    0.3034908730
  -2.0596441501    4.3190628803   -0.7465091270
  -0.7508227930    2.5189208012   -1.5151624750
  -1.2758227930    3.4282474752   -1.5151624750
   5.2796536912   -0.1668050658    1.0851087397
   4.5973223291   -1.1059536164    1.0851087397
   5.8899494148   -0.1668050658    0.2451087397
   5.5161410872    0.8602248734    0.2451087397
   4.5696251753   -1.7403062216    0.2451087397
   5.5161410872   -1.1938350051    0.2451087397
   5.8899494148   -0.1668050658   -0.7931883614
   5.5161410872    0.8602248734   -0.7931883614
   5.5161410872   -1.1938350051   -0.7931883614
   5.2796536912   -0.1668050658   -1.6331883614
   4.5973223291   -1.1059536164   -1.6331883614
   4.6028059876    2.1884411503   -0.4789493064
   3.6562900757    2.7349123668   -0.4789493064
   4.9766143152    1.1614112111   -1.5172464075
   4.6028059876    2.1884411503   -1.5172464075
   3.6562900757    2.7349123668   -1.5172464075
   2.5799518941    2.5451249050   -1.5172464075
   1.8774220401    1.7078824276   -1.5172464075
   4.3663185916    1.1614112111   -2.3572464075
   3.6839872295    2.1005597616   -2.3572464075
   2.5799518941    1.7418369358   -2.3572464075
   2.5799518941    0.5809854863   -2.3572464075
   3.6839872295    0.2222626605   -2.3572464075
   3.3788393678    1.1614112111   -2.6780978570
   3.4854141181    1.0261367917    2.4300397270
   4.4728933419    1.0261367917    2.1091882775
   3.7905619798    1.9652853423    2.1091882775
   2.6865266444    1.6065625165    2.1091882775
   2.6865266444    0.4457110670    2.1091882775
   3.7905619798    0.0869882412    2.1091882775
   5.0831890654    1.0261367917    1.2691882775
   4.7093807379    2.0531667310    1.2691882775
   3.7628648260    2.5996379475    1.2691882775
   2.6865266444    2.4098504857    1.2691882775
   3.7628648260    2.5996379475    0.2308911764
   4.0592078095   -2.2960451924    0.9951819727
   3.3768764474   -3.2351937430    0.9951819727
   4.6695035330   -2.2960451924    0.1551819727
   3.3491792936   -3.8695463482    0.1551819727
   4.2956952054   -3.3230751317    0.1551819727
   4.6695035330   -2.2960451924   -0.8831151284
   3.3491792936   -3.8695463482   -0.8831151284
   4.2956952054   -3.3230751317   -0.8831151284
   4.0592078095   -2.2960451924   -1.7231151284
   3.3768764474   -3.2351937430   -1.7231151284
  -0.3205009280   -3.1406445163    1.1978697186
  -1.0028322901   -4.0797930669    1.1978697186
  -2.1068676256   -4.5243582103    0.3578697186
  -1.0305294439   -4.7141456721    0.3578697186
  -0.0840135321   -4.1676744556    0.3578697186
  -2.1068676256   -4.5243582103   -0.6804273825
  -1.0305294439   -4.7141456721   -0.6804273825
  -0.0840135321   -4.1676744556   -0.6804273825
  -1.0028322901   -4.0797930669   -1.5204273825
  -2.5542684507   -2.4022121486    2.5332391231
  -1.5667892268   -2.4022121486    2.2123876736
  -2.2491205889   -1.4630635980    2.2123876736
  -3.3531559244   -1.8217864239    2.2123876736
  -3.3531559244   -2.9826378733    2.2123876736
  -2.2491205889   -3.3413606991    2.2123876736
  -4.0556857784   -1.8557409321    1.3723876736
  -4.0556857784   -2.9486833651    1.3723876736
  -3.3531559244   -3.7859258425    1.3723876736
  -2.2768177428   -3.9757133043    1.3723876736
  -4.0556857784   -1.8557409321    0.3340905725
  -4.0556857784   -2.9486833651    0.3340905725
  -4.1616729035   -1.7223648808   -0.3761930943
  -4.1616729035   -2.8153073138   -0.3761930943
  -3.4591430495   -0.8851224034   -1.4144901954
  -4.1616729035   -1.7223648808   -1.4144901954
  -4.1616729035   -2.8153073138   -1.4144901954
  -3.4591430495   -3.6525497913   -1.4144901954
  -1.6727763520   -2.2688360973   -2.2544901954
  -2.3551077140   -1.3296875468   -2.2544901954
